sno,year,name,Rating,hour
7011,2002,A Loving Father,1,3
7012,1976,Beach Girls/Pom Pom Girls,4.9,3
7013,1999,In the Dead of Space,4.4,1
7014,1994,To Live,1.9,2
7015,2001,Megadeth: VH1 Behind the Music: Extended Version,3.2,2
7016,1980,Raging Bull: Collector's Edition: Bonus Material,4.5,2
7017,2003,Civil Brand,4.8,1
7018,2000,Baby Van Gogh,4.9,1
7019,1999,Anywhere But Here,2.8,1
7020,1997,Love Stories,2.8,1
7021,1995,Stuart Saves His Family,5,1
7022,1996,American Buffalo,1.9,3
7023,1957,El Bolero de Raquel,3.4,1
7024,2002,Welcome to Collinwood,4.3,3
7025,2003,Born Rich,1.5,2
7026,1987,The Dame Edna Experience: The Christmas Specials,4.8,1
7027,1999,Heat of the Sun,1.6,1
7028,2004,Wire in the Blood: Season 2,3.6,3
7029,1997,Red Shoe Diaries: Temple of Flesh,2,3
7030,2003,The Collected Shorts of Jan Svankmajer: Vol. 2,4.3,3
7031,1968,Support Your Local Sheriff!,1.6,1
7032,2002,Austin Powers in Goldmember,3,2
7033,2004,A Date with Shahrukh,2.4,3
7034,2003,Dawson's Creek: Series Finale,3,2
7035,2004,Sumo East and West,2.7,2
7036,1955,The Man with the Golden Arm: 50th Anniversary Special Edition,1.7,3
7037,2002,The Land Before Time IX: Journey to Big Water,1.5,3
7038,1970,Airport / Airport 1975: Double Feature,4.6,3
7039,2002,James Cameron's Expedition: Bismarck,1.5,3
7040,1998,Dr. Dolittle,3,3
7041,2003,The Murder of Emmett Till: American Experience,1,2
7042,1985,North & South: The Complete Collection,4.2,3
7043,2002,The Forsyte Saga: Series 1,2.2,2
7044,1999,Phantom Quest Corp: Perfect Collection,2.8,3
7045,1995,Highlander: Finale,3.3,1
7046,1992,The Lost World,2.5,1
7047,1965,Red Beard,2.5,3
7048,2003,Agent Cody Banks,2.4,1
7049,1965,The Munsters: Season 2,1.9,1
7050,2002,Backflash,3.6,3
7051,2003,MacArthur Park,1.3,2
7052,2004,Masters of Poker: Vol. 1: Phil Hellmuth's Million Dollar Poker System,4.9,2
7053,1988,Vice Versa,4.4,3
7054,2000,Cold Heart,1.6,3
7055,1995,Get Shorty,4,1
7056,1985,Rainbow Brite and the Star Stealer,2.3,1
7057,2002,Lord of the Rings: The Two Towers: Extended Edition,1.1,2
7058,1979,Zombie,2.6,3
7059,2003,The Job,3.9,1
7060,1999,Eddie Izzard: Dress to Kill,4.7,1
7061,1998,Kizuna,1.5,1
7062,2003,Cyborg 009,2.4,1
7063,1985,Girls on Top: Set 1,1.2,3
7064,1980,Popeye,4.2,3
7065,1988,Evil Dead Trap,4.6,2
7066,2001,The Peter Rabbit Collection: The Tale of the Flopsy Bunnies and Mrs. Tittlemouse / The Tale of Pigling Bland,2.6,3
7067,2003,Charlie's Angels: Full Throttle,2.4,2
7068,1969,Eric Idle's Personal Best,2.5,2
7069,1998,The Newton Boys,3.8,1
7070,1968,Once Upon a Time in the West,1.4,3
7071,1992,Orlando,3.2,1
7072,2000,The Tao of Steve,3.7,1
7073,2002,Muslims,1,3
7074,1993,Manufacturing Consent: Noam Chomsky and the Media,3.1,2
7075,1959,The Cosmic Man,3.2,2
7076,2002,Ted Bundy,3.5,2
7077,1994,To Die For,2.3,3
7078,2001,Yellowstone: The World's First National Park,4.8,3
7079,2003,A Painted House,3.8,3
7080,1988,Maniac Cop,4,2
7081,1991,Cabeza De Vaca,4.8,2
7082,1955,The Long Gray Line,3.6,1
7083,1996,Island of Dr. Moreau: Director's Cut,1.6,1
7084,2001,Ghost Rig,2.7,2
7085,2002,Lupin the 3rd: Dragon of Doom,3.2,2
7086,1987,Brain Damage (Limited Edition),2.2,2
7087,2002,Global Warning: Australia,4.6,2
7088,2002,Prince: Live at the Aladdin Las Vegas,4.6,2
7089,1997,Blood Sisters of Lesbian Sin,2.7,2
7090,2000,Risk,2.3,2
7091,2000,The House of Mirth,4.2,1
7092,1994,A Shadow You Soon Will Be,2.8,1
7093,1995,Jeff Buckley: Live in Chicago,3.6,3
7094,2005,Tales from the Crypt: From Comic Books to Television,2.3,1
7095,1995,Violet's Visit,2.1,2
7097,2005,Raging Sharks,2.2,3
7098,1984,Next of Kin,2.1,1
7099,2003,Kelly Clarkson: Miss Independent,2.6,1
7100,2005,Auschwitz: Inside the Nazi State,2,2
7101,1985,Heart of Dragon,2.4,3
7102,2003,Ninja Scroll: The Series,1.7,1
7103,1997,DNA,4.7,1
7104,2002,Home Movies: Season 2,1.5,3
7105,1957,Truffaut Shorts: Antoine & Collette/Les Mistons,4.6,3
7106,2002,Dead Above Ground,4.4,1
7107,2000,Catnapped! The Movie,4.9,2
7108,2005,Candide,4.8,2
7109,1997,Cilantro y Perejil,4.1,2
7110,2004,The Shield: Season 3,3.6,3
7111,2002,Kiddy Grade,4.6,1
7112,1982,Victor / Victoria,2.8,2
7113,2004,Happy Lesson,2.6,1
7114,2002,Discovering the Real World of Harry Potter,3,2
7115,2003,Chevelle: Live from the Norva,1.1,1
7117,1938,The Lady Vanishes,1.5,1
7118,1962,The Beverly Hillbillies Vol. 1: 10 Classic Episodes,2.4,2
7119,2003,Andromeda: Season 4,2.6,3
7120,1995,Trimurti,1.5,1
7121,1991,Oscar,1.9,3
7122,2004,The Graffiti Artist,1.1,2
7123,1976,Harry and Walter Go to New York,1.2,1
7124,2003,American Chopper: Season 1,2.8,1
7125,1988,Bloodsport,1.5,3
7126,2004,Celsius 41.11,3.9,2
7127,1970,Five Easy Pieces,4.9,1
7128,2003,Toronto Rocks,2.6,3
7129,2004,Major League Soccer: Greatest Goals 1996-2003,3.4,2
7130,2002,Empire,1.5,3
7131,1982,Night Shift,2.6,3
7132,2003,Goodbye Dragon Inn,1.5,3
7133,2002,Baby Shakespeare: World of Poetry,3.7,3
7134,1995,Far From Home: The Adventures of Yellow Dog,3.4,1
7135,1998,Max Fleischer's Superman,3.5,1
7136,2005,Dallas 362,1.9,1
7137,2000,GateKeepers,1.2,1
7138,1985,The Protector,3,1
7139,1982,The Young Ones: Every Stoopid Episode,1.6,3
7140,2003,Godzilla: Tokyo S.O.S.,4.4,3
7141,1959,Pork Chop Hill,3.1,1
7142,1996,Barb Wire,2.2,1
7143,2002,The Goo Goo Dolls: Live in Alaska: Music in High Places,4.1,1
7144,1986,Half Moon Street,4.8,2
7145,1984,Star Trek III: The Search for Spock,3.3,3
7146,1991,Light Sleeper,1.4,3
7147,1987,MacGyver: Season 3,3.2,3
7148,1978,Doctor Who: The Ribos Operation,4.4,2
7149,2002,Personal Velocity,1.2,1
7150,1995,The Langoliers,2.7,1
7151,1975,Ballet Shoes,1.7,3
7152,1989,Breaking In,1.3,2
7153,1972,Hanzo the Razor: Sword of Justice,1.8,1
7154,1995,Saved by the Bell: The New Class: Season 3,3.3,2
7155,1993,The Pelican Brief,4.5,1
7156,2003,Ark,2.9,2
7157,2001,Jack Kerouac: King of the Beats,4.2,1
7158,1997,The Best of Friends: Season 4,3.6,2
7159,1942,Sherlock Holmes and the Secret Weapon,2.2,2
7160,1995,The City of Lost Children,2.9,1
7161,2001,1940s House,2.5,1
7162,2004,The Life Aquatic with Steve Zissou: Bonus Material,4.6,3
7163,1998,A Simple Plan,4.6,3
7164,1999,Uninvited Guest,4.4,2
7165,1998,Blues Brothers 2000,4.3,3
7166,2000,Dave Chappelle: Killin' Them Softly,4.3,2
7167,1998,Magic Voyage,4.2,3
7168,1929,The Cocoanuts,1.2,1
7169,1998,Palmetto,3.9,3
7170,1970,Zatoichi: The Festival of Fire,3.3,1
7171,1998,Milo,1.3,2
7172,1987,Prince of Darkness,3.7,3
7173,1989,Do the Right Thing,3.9,2
7174,2004,Poker Secrets from Poker Champs,4.5,3
7175,1998,Savage Garden: The Video Collection,1.7,2
7176,2003,The I Inside,4.1,1
7177,1996,Palookaville,1.6,3
7178,2001,Extreme Honor,3.7,3
7179,1973,Robin Hood (Disney),4.5,2
7180,1995,The Englishman Who Went Up a Hill but Came Down a Mountain,2.9,1
7181,1999,Sexual Matrix,1.6,3
7182,1989,Dead Bang,1.8,1
7183,1957,The Black Scorpion,1.9,3
7184,2005,Racing Stripes,4.2,3
7185,1994,Plastic Little: The Adventures of Captain Tita,2.1,3
7186,1995,Jeffrey,3.7,3
7187,2000,Mr. Ice Cream Man,4.3,2
7188,2001,Gundam Mobile Suit: Movie I: Special Edition,1.7,1
7189,1968,The Avengers '68,2.7,1
7190,1963,The Servant,2.9,1
7191,1971,Requiem for a Vampire,2.3,3
7192,1974,Bacchanales Sexuelles,2.8,3
7193,1987,The Princess Bride,2.6,1
7194,1973,Black Caesar,2.2,1
7195,2004,Crusty Demons: Global Assault Tour,4,2
7196,1979,Autumn Marathon,1.7,2
7197,1996,7th Heaven: Season 1,2.6,3
7198,2002,Tony Hawk's Trick Tips: Vol. 3: Secrets of Skateboarding,2.8,1
7199,2003,NFL: Dallas Cowboys Team History,4.8,3
7200,2005,Platinum Comedy Series: Paul Rodriguez: Live in San Quentin,2,2
7201,2004,Hitman's Code,1.4,2
7202,1964,Bewitched: Season 1,4.3,2
7203,1991,Deep Blues,3.2,3
7204,2001,Backstreet Boys: Black and Blue: Around the World,4.8,2
7205,1995,Stonewall,2.9,1
7206,1973,Scenes from a Marriage (TV Version),3.5,1
7207,1997,America's Atomic Bomb Tests,1.9,2
7208,1991,The Doors,1.3,1
7209,1995,It Takes Two,2,1
7210,1987,Metallica: Cliff 'Em All,3,1
7211,1985,Area 88 Act #1: The Blue Skies of Betrayal,3.6,1
7212,1995,Slayers: The Motion Picture,4.6,2
7214,1978,Petey Wheatstraw,5,3
7215,1976,Two Minute Warning,3.5,3
7216,1988,Care Bears: Festival of Fun,3.9,3
7217,1994,The Puppet Masters,4.7,1
7218,2004,Anatomy of Hell,2.8,1
7219,1987,The Untouchables,4.7,2
7220,1946,Anna and the King of Siam,3.5,2
7221,1999,A Midsummer Night's Dream,1.5,2
7222,2001,Jesus: The Complete Story,2.1,1
7223,2001,Life Without Dick,3.1,3
7224,2000,The Claim,2.6,2
7225,1993,Hear No Evil,4.2,1
7226,2000,Jerome,3.2,2
7227,2004,Hellboy: Bonus Material,3.6,3
7228,1996,Gamera 2: Attack of Legion,3.6,1
7229,1968,Pippi Longstocking: TV Series,1.2,3
7230,2001,The Lord of the Rings: The Fellowship of the Ring: Extended Edition,4.7,1
7231,2005,Audioslave: Live in Cuba,4.4,1
7232,1999,Invisibles,3.5,2
7233,1986,Stand by Me,3.3,2
7234,2000,Men of Honor,4.1,2
7235,2003,Carnivale: Season 1,1.2,3
7236,2002,Saint Sinner,3.9,1
7237,1969,Monty Python's Flying Circus,2,2
7238,2003,Prozac Nation,2.7,2
7239,1968,The Lion in Winter,3.3,3
7240,1987,Beverly Hills Cop II,1.7,2
7241,,Ancient Civilizations: Athens and Greece,4.2,2
7242,1997,Love Jones,1.3,3
7243,2003,My Sister's Keeper,4.6,1
7244,2004,History of Rock 'N' Roll,1.5,2
7245,1999,Switching Goals,1.3,2
7246,2001,Hitler's Fixer,4.6,2
7247,1986,My Chauffeur,3.8,2
7248,2002,The Sleepy Time Gal,1.9,1
7249,2004,Alfie,4.9,3
7250,2000,Banner of the Stars,1.7,1
7251,1997,The Best of Sessions at West 54th: Vol. 1,3.3,2
7252,1998,As Time Goes By: Series 7,4.6,1
7253,2003,Piglet's Big Movie,4.2,2
7254,1995,Black Sheep Boy,1.1,1
7255,2005,Jojo's Circus: Take a Bow,3.6,3
7256,2001,Journey to Kafiristan,3,3
7257,1985,Remo Williams: The Adventure Begins,2.3,1
7258,1979,Tim,1.3,2
7259,2005,The Prophecy: Uprising,2.3,1
7260,1958,Have Gun Will Travel: Season 2,3.8,1
7261,1957,The Abominable Snowman,2.6,1
7262,1956,War and Peace,1.5,3
7263,2003,Ed Sullivan: The Best of Broadway Musicals,3.8,2
7264,2004,She Hate Me,1.7,1
7265,1992,Swoon,4.9,3
7266,1999,The Hunt for the Unicorn Killer,2.8,1
7267,1993,Tombstone: Bonus Material,2.6,2
7268,1985,Follies in Concert,1.4,2
7269,1999,No Vacancy,4.4,1
7270,1973,Mean Streets,1.2,3
7271,1999,Ballet Favorites,3.9,2
7272,1967,The Curious Dr. Humpp,1.9,3
7273,2004,Mayor of the Sunset Strip,4.2,1
7274,1948,Joan of Arc,1.7,3
7275,1999,Waking the Dead,1.1,1
7276,1992,Gunsmoke: To the Last Man,3.9,3
7277,2003,India.Arie: Live in Brazil: Music in High Places,2.1,1
7278,2000,The Powerpuff Girls: Powerpuff Bluff,2.6,2
7279,2003,Divergence Eve,1.7,1
7280,2004,Motives,2.7,1
7281,2001,Monster's Ball,2.5,1
7282,2000,The Irish Tenors,1.2,2
7283,2003,Due South: Call of the Wild,5,2
7284,2005,Morning Raga,2.9,1
7285,1994,Mohra,3.6,3
7286,1975,Fox and His Friends,1.7,2
7287,2004,Wu-Tang Clan: Disciples of the 36 Chambers,2.7,1
7288,1998,Halloweentown / Halloweentown 2: Double Feature,4.7,1
7289,1967,Thoroughly Modern Millie,3.6,1
7290,2000,The Specials,2.6,1
7291,2002,Sugar Sweet,3.8,2
7292,1986,Project A-ko: Uncivil Wars,4.7,3
7293,1995,Antonia's Line,4.2,2
7294,1996,Fools Rush In,4.5,2
7295,1957,Oedipus Rex,1.5,3
7296,1996,20th Century Fox: The First 50 Years,1.1,2
7297,1993,Claire of the Moon,2.8,1
7298,1990,Jeeves and Wooster: Season 3,2,3
7299,2002,The Oscar Wilde Collection: Stage Right,1.6,1
7300,1999,Our Friend Martin,4.5,2
7301,1961,The Best of Mr. Peabody & Sherman: Vol. 1,1.3,1
7302,2001,The Blue Planet: Seas of Life: Seasonal Seas - Coral Seas,2.4,2
7303,2002,Coupling: Season 3,3.5,2
7304,2003,Volcano High,2.4,3
7305,1977,The New Avengers: Season 2,3.6,1
7306,2002,Sade: Lovers Live,3.7,2
7307,1981,New Order: 316,3.5,2
7308,1992,Bad Lieutenant,2,1
7309,1999,Mystery Science Theater 3000: Merlin's Shop of Mystical Wonders,1,2
7310,2002,The Firm Body Sculpting: Body Sculpt,4.2,3
7311,1986,Summer,3.2,3
7312,1960,Playgirls and the Vampire,3.9,2
7313,2000,The List,3.4,1
7314,1998,The Odd Couple II,3.7,1
7315,1983,Oasis of the Zombies,2.4,3
7316,1998,So Close to Paradise,4.5,2
7317,1996,Dark Secrets,1.5,3
7318,2000,Another Heaven,3.6,1
7319,1983,99 Cycling Swords,2.2,2
7320,1995,One Hundred and One Nights,1.8,2
7321,2001,Fat Girl,4.5,2
7322,2000,Come Undone,2.6,3
7323,1954,Touchez Pas au Grisbi,2.5,2
7324,1996,Bio-Dome,4.3,1
7325,1999,Body Weapon,3.7,2
7326,2004,The Animated Passion,2.6,3
7327,2000,The '70s,3.3,3
7328,2005,The Prophecy 5: Forsaken,1.8,1
7329,1999,Wicked Ways,1.4,1
7330,1984,Romancing the Stone,4,2
7331,2004,Secret Window,2.7,1
7332,1997,Frasier: Season 5,4.7,2
7333,2005,Kelly Clarkson: Behind Hazel Eyes,2.2,1
7334,1998,Midsomer Murders: Death in Disguise,1.4,2
7335,1996,Maachis,2.4,1
7336,1984,Blood Simple,1.7,1
7337,1999,Thicker than Water,3.8,3
7338,1994,I'll Do Anything,4.2,3
7339,2002,The Code,3.3,3
7340,2003,Johnstown Flood,2.9,3
7341,2001,Shiner,4.1,3
7342,2004,The Green Butchers,3.4,3
7343,1967,Doctor Dolittle,3.9,2
7344,2003,Helen of Troy,2,1
7345,1991,God of Gamblers II,3.7,1
7346,1992,The Ben Stiller Show,2.7,3
7347,1991,My Own Private Idaho,2.9,1
7348,1977,The Greatest: Muhammad Ali,2.9,1
7349,2005,The Berenstain Bears: Bears Mind Their Manners,3.6,3
7350,2001,Ticker,3.8,2
7351,2002,Pinocchio,4.9,1
7352,2000,Jennifer Lopez: Feelin' So Good,2.1,1
7353,2004,Rottweiler,3.3,2
7354,1996,Solo,1.1,1
7355,1980,Altered States,3.1,2
7356,1998,Deep Impact,2.4,3
7357,1995,Othello,2.5,1
7358,1998,The Brave Little Toaster Goes to Mars,2.5,3
7359,2003,Dora the Explorer: Super Silly Fiesta!,2.8,1
7360,1967,El Dorado,3.2,3
7361,1999,The 1900 House,2.8,3
7362,2003,Haggard,1.6,2
7363,2002,Moonlight Mile,4.9,1
7364,1989,Driving Miss Daisy,3,2
7365,1993,Three of Hearts,2,3
7366,1996,Honey and Ashes,2.8,1
7367,1997,Strip Search,3.5,3
7368,1948,Easter Parade,1.3,2
7369,2003,Wanda Sykes: Tongue Untied,3.2,1
7370,1996,Chris Rock: Bring the Pain,3.8,2
7371,1982,The Beastmaster,3.5,1
7372,2004,Europe to the Max: Enchanted Italy,3.4,1
7373,1998,Goosebumps: How I Got My Shrunken Head,1.9,1
7374,1976,The Last Tycoon,1.7,3
7375,1974,School of the Holy Beast,3.8,2
7376,2001,Beyblade,2.3,1
7377,2001,Billy Connolly: Live: The Greatest Hits,1.5,3
7379,1981,Diva,4.2,3
7380,2001,The String Cheese Incident: Evolution,3.6,2
7381,1997,Flubber,4,2
7382,2005,WWE: Tombstone: The History of the Undertaker,3.7,1
7383,2000,Where the Money Is,4.5,3
7384,2002,Aragami: The Raging God of Battle,4.7,2
7385,1996,Odyssey into the Mind's Eye,1.4,2
7386,1996,Ninja Cadets,4.8,1
7387,1965,Repulsion,4.2,1
7388,2002,The Art of Piano: Great Pianists of the 20th Century,2.1,2
7389,2001,Project Greenlight: Season 1,2.7,3
7390,1994,Cadfael: One Corpse Too Many,2.7,2
7391,2000,The Watcher,2.6,3
7392,1998,The King of Queens: Season 1,2.2,1
7393,1993,Prime Suspect 3,4,3
7394,1985,Always,1.1,2
7395,1994,The River Wild,2.1,2
7396,1969,The Twilight Zone: Vol. 43,2.1,3
7397,1993,Mrs. Doubtfire,1,2
7398,1951,The Lost Continent,1.3,3
7399,1996,Phenomenon,1.5,2
7400,1991,Inspector Morse 19: Greeks Bearing Gifts,3.5,1
7401,1997,Picture Perfect,2.3,2
7402,1994,Brainscan,1.1,1
7403,1995,An Awfully Big Adventure,2.8,2
7404,1996,Everyone Says I Love You,2.8,3
7405,2003,Carmen Electra's Advanced Aerobic Striptease,1.5,3
7406,2000,Thirteen Days,4.5,1
7407,1969,The Dick Cavett Show: Rock Icons,1.7,2
7408,2004,Burn Up Scramble,1.6,2
7409,1977,The Bad News Bears in Breaking Training,3.1,2
7410,1997,Leonardo da Vinci: Renaissance Master,4.4,2
7411,1957,Le Notti Bianche,1.7,1
7412,1981,Dead and Buried,3.3,2
7413,1959,4D Man,4.6,2
7414,1987,G.I. Joe: The Movie,2.6,2
7415,1993,Inspector Morse 3: Service of All the Dead,4.3,1
7416,1939,Gone with the Wind: Collector's Edition,4.7,3
7417,1986,Under the Cherry Moon,4.5,1
7418,2003,From Justin to Kelly: The Tale of Two American Idols,2.2,3
7419,1978,The Boys from Brazil,3.8,1
7420,1977,That Obscure Object of Desire,3.2,2
7421,1995,Space Ghost Coast to Coast: Vol. 2,4.2,2
7422,1997,The Saltmen of Tibet,1.9,1
7423,1987,Epidemic,2.7,1
7424,1946,The Big Sleep,1.3,2
7425,2005,Breaking the Da Vinci Code,4.5,3
7426,1978,Dawn of the Dead: European Version,3,3
7427,1992,The Larry Sanders Show: Season 1,2.6,1
7428,2005,Bigger Than the Sky,3.7,3
7429,2000,The Most Terrible Time in My Life,4,3
7430,2001,Six Feet Under: Season 1,1.6,2
7431,1999,George Carlin: You are All Diseased,2.6,1
7432,1999,Greatest Places: IMAX,4.6,1
7433,1995,Fallen Angels,3.1,1
7434,1993,Swing Kids,1.8,3
7435,1987,Less Than Zero,4.9,2
7436,1963,Lord of the Flies,2.1,3
7437,1989,The Rachel Papers,4.8,3
7438,2003,Timecop 2: The Berlin Decision,3.5,2
7439,1982,Barbarosa,3.1,3
7440,2004,Jewel: Live at Humphrey's by the Bay,2.6,2
7441,2003,Perfect Strangers,4.4,2
7442,1999,Beowulf,3.8,1
7443,1979,Roller Boogie,1.4,3
7444,1978,Sgt. Pepper's Lonely Hearts Club Band,2,3
7445,2004,Monk: Season 3,2.3,2
7446,2001,The Office: Series 1: Bonus Material,4.5,3
7447,1995,Indigo Girls: Watershed: Ten Years of Underground Video,2.8,1
7448,1948,Abbott & Costello Meet Frankenstein,1.1,2
7449,2004,World in the Balance: Nova,4.5,2
7450,1992,Mr. Saturday Night,3,3
7451,1990,Funny About Love,2.4,2
7452,1989,Chopper Chicks in Zombietown,4.6,3
7453,2002,The Badge,2.1,1
7454,1999,Hercules: The Legendary Journeys: Season 6,4.2,3
7455,1974,Blood for Dracula,1,3
7456,1987,Ninja Checkmate,1.5,1
7457,1991,Inspector Morse 16: Second Time Around,2.3,3
7458,1999,Mummy (Documentary),2.5,3
7459,2000,God's Army,2.2,3
7460,2002,The Day of the Wacko,2.4,1
7461,2002,Love Forbidden,2.2,3
7462,2001,Dancing at the Blue Iguana,4.6,1
7463,1999,Strangers with Candy: Season 1,4.6,1
7464,1967,Doctor Who: The Tomb of the Cybermen,3,2
7465,2004,The Life,2.1,2
7466,1997,Beast City,1.3,2
7467,1982,Best Friends,1.3,3
7468,1964,Pajama Party,4.3,3
7469,1998,The Harryhausen Chronicles,2,3
7470,2000,Arabian Nights,4.7,1
7471,1974,QB VII,2.1,1
7472,2002,Safe Conduct,3.2,2
7473,1983,The Best of He-Man and the Masters of the Universe,3,2
7475,1988,Running on Empty,1.6,3
7476,1974,Space Battleship Yamato: The Movie,4.8,2
7477,2002,Hunting Humans,1.9,3
7478,1987,Tour of Duty: Season 1,4.4,2
7479,1995,Attack of the 60 Foot Centerfold,1.2,3
7480,1985,Night Train to Terror,4.6,3
7481,1997,Joe Cocker: Across From Midnight Tour,1.8,1
7482,2000,China Strike Force,4.6,1
7483,1985,Real Genius,2.7,1
7484,1997,Downtown Torpedoes,4.8,3
7485,1988,Frantic,4.3,1
7486,2003,Absolon,4.8,1
7487,1961,The Children's Hour,1.2,1
7488,1999,Love Letters,1,2
7489,1998,Portland Street Blues,2.4,1
7490,1965,Benny Hill: Golden Greats,3.6,2
7491,1994,Quiet Days in Hollywood,1.9,1
7492,2003,Seven Signs of Christ's Return,2,2
7493,1999,Detroit Rock City,4,3
7494,1997,Jackie Brown: Collector's Series,1.8,1
7495,1954,This Island Earth,4.9,2
7496,2001,Sealab 2021: Season 1,2.8,1
7497,2005,Masters of Poker: Annie Duke's Advanced Texas Hold 'em Secrets: How to Beat the Big Boys,3.9,1
7498,1989,Rhea Gall Force,2.8,2
7499,1996,Independence Day: Bonus Material,1.3,3
7500,2002,Mutant X: Season 2,1.7,1
7501,1993,Stalingrad,4.8,1
7502,2000,Waiting,3.2,3
7503,1999,Requiem for Murder,4.3,2
7504,1990,Rachmaninov / Tchaikovsky: Arkadi Zenziper,4.6,3
7505,1995,Fushigi Yugi: The Mysterious Play,3.4,3
7506,1999,Kohram,1.8,3
7507,2004,Samantha: An American Girl Holiday,4.7,2
7508,2001,Chillicothe,2.6,3
7509,2002,Die Another Day,3.3,3
7510,2002,Ash Wednesday,3.2,1
7511,1998,Blade,3.9,3
7512,2000,Poor White Trash,3.7,3
7513,2003,The Life of David Gale,2.8,3
7514,1923,The Hunchback of Notre Dame,1.9,2
7515,2002,Colorful!,4.7,3
7516,1958,Hidden Fortress,4,1
7517,1995,Before Sunrise,4.5,2
7518,2000,Scarlet Diva,2.6,1
7519,2002,In Search of Ancient Ireland,2.3,2
7520,1997,The Creeps,4.3,2
7521,2000,Scary Movie,4.7,3
7522,2003,Pornografia,2.2,1
7523,1999,The Red Violin,2.8,3
7524,2002,Slackers,1.9,3
7525,1992,Knight Moves,3.1,2
7526,1998,When Love Comes,1.8,1
7527,1979,The World of Drunken Master,1.6,3
7528,2003,Denise Austin: Shrink Your Female Fat Zones,3.8,1
7529,1994,Sharpe 3: Sharpe's Company,3.6,3
7531,1999,Evgeny Kissin: The Gift of Music,2.1,2
7532,2003,National Lampoon's Gold Diggers,4.5,1
7533,1999,East Is East,4.8,2
7534,1987,Adventures in Babysitting,4.8,1
7535,1980,Sergeant Cribb: Set 1,4.4,1
7536,1988,Sweet Hearts Dance,2.1,3
7537,1935,The Wolf Man / Frankenstein Meets the Wolf Man: The Legacy Collection,3.7,3
7538,2004,Iron Maiden: The Early Days,3.1,2
7539,1991,The Kids in the Hall: Season 3,4.2,1
7540,2002,Todd Rundgren: Live in San Francisco,2.1,3
7541,2001,Kevin James: Sweat the Small Stuff,1.9,3
7542,2004,Strayed,2.7,3
7543,2001,Zaion: I Wish You Were Here,1.4,1
7544,2002,Orange County,3.5,1
7545,1989,The War of the Roses,1.9,2
7546,1969,Astro Zombies,3.4,3
7547,1949,She Wore a Yellow Ribbon,1.2,1
7548,2004,Divan,1.1,1
7549,2005,Kaal,3.2,3
7550,1996,Big Wars,2.2,3
7551,2003,Primus: Animals Should Not Try to Act Like People,1.9,1
7552,1987,Three O'Clock High,2.4,3
7553,2004,Metallica: Some Kind of Monster: Bonus Material,4.9,3
7554,2004,The Simple Life: Season 2,4.7,2
7555,1977,The Rescuers,1.9,1
7556,1969,Popi,1.2,2
7557,1995,The Outer Limits: The New Series: Time Travel and Infinity,4.8,1
7558,2000,Rancid Aluminum,5,3
7559,1996,Jane Street,3.6,1
7560,2002,New Best Friend,4.9,3
7561,1966,Su Excelencia,3,3
7562,2005,Lost Reality 2: More of the Worst,4.4,3
7563,1998,Primary Colors,3.5,1
7564,1972,The Life of Leonardo Da Vinci,3.1,3
7565,2002,Straight Up: Helicopters in Action: IMAX,2.9,2
7566,1985,Friday the 13th: Part 5: A New Beginning,2.5,3
7567,1985,Mussolini and I,4.1,3
7568,1999,Postmen in the Mountains,4.6,2
7569,2004,Dead Like Me: Season 2,4.4,2
7570,1939,Made for Each Other,1.6,1
7571,1998,The Dreamlife of Angels,3.6,2
7572,1994,Trapped in Paradise,2.2,3
7573,2000,Kindred: The Embraced: The Complete Vampire Collection,2.5,2
7574,2002,Ronald Reagan: A Legacy Remembered,3.3,1
7575,1999,King of Comedy,1.6,2
7576,1953,Kiss Me Kate,2,3
7577,2003,Horatio Hornblower: The New Adventures,3.5,2
7578,1984,Who's the Boss?: Season 1,1.3,2
7579,1994,The Glass Shield,2.7,1
7580,2004,UFC 50: Ultimate Fighting Championship: The War of '04,1.8,1
7581,2001,In Desert and Wilderness,1.1,1
7582,2000,The Road,2.5,3
7583,1998,Overnight Delivery,1.5,3
7584,1993,Power of One,1.6,2
7585,1989,Kill Me Again,1.3,2
7586,1957,The Bridge on the River Kwai,2.1,2
7587,1994,It's Pat: The Movie,4.5,1
7588,1988,They Live,2.7,1
7589,1996,Big Night,4.3,3
7590,1987,Fatal Attraction,3.7,2
7591,1934,The John Wayne Collection: Vol. 2: Riders of Destiny / The Star Packer,1.2,3
7592,2001,The Surge,2.4,1
7593,2001,Reversal,2.1,1
7594,1957,Nights of Cabiria,1.8,1
7595,1992,Batman the Animated Series: Vol. 1,4.5,1
7596,1996,Absolutely Fabulous: Absolutely Special,4.2,3
7597,1999,I Stand Alone,2.6,2
7598,1972,Dr. Seuss: The Lorax,2.2,3
7599,1966,The Endless Summer,3.8,2
7600,1993,In the Name of the Father,1.7,1
7601,1943,Son of Dracula / House of Dracula,4.7,3
7602,1999,Bats,4.8,3
7603,1975,Doctor Who: Lost in Time: The William Hartnell Years,2.3,2
7604,2001,Running Out of Time 2,4.7,2
7605,2004,Queer as Folk: Season 4,3.4,2
7606,1980,The Long Riders,3.3,3
7607,2004,Dirty Dancing: Havana Nights,4.5,1
7608,2004,Saikano,1.2,1
7609,1998,Bear in the Big Blue House: Sleepy Time,1.4,1
7610,1973,Benji,1.8,2
7611,2005,Saturday Night Live: Live from New York: The First 5 Years,2.6,2
